Entry,Status,Protein names,Interacts with,Organism,Mass,EC number
P37840,reviewed,Alpha-synuclein (Non-A beta component of AD amyloid) (Non-A4 component of amyloid precursor) (NACP),Q6PCB6; P00519; P00519-1; P00519-2; Q6ZTN6-2; P63010-2; O00203; P02647; P02649; P05067; Q8N6T3-3; Q9NP61; Q0P5N6; Q8WXK3; P18847; Q9H0Y0; P46379-2; Q07812; Q07817; O15392; Q8WUW1; Q5SZD1; P62158; Q8N5S9-2; P55212; Q7Z7K6; Q9HD42; Q16740; P10909; Q9UNS2; Q8IUI8; P48730-2; P99999; O75398; Q8NDP9; O60479; A0AVK6; O75530-2; O00472; Q8TC29; O00471; Q9UHY8; Q0VDC6; Q6PIV2; P02792; P06241; P06241-3; P62879; P49841; P68431; Q71DI3; Q969S8; Q9HCC6; Q8WVV9-3; P09017; P08107; P42858; P80217-2; Q16352; Q6DN90-2; O14713; Q9UIH9; Q9Y2M5; Q92876; Q9BYQ4; Q96JM7-2; P13473-2; Q9BYZ2; Q9H2C1; Q9UPM6; Q8TBB1; Q8N448; A2RU56; Q5S007; O95777; P07948; Q8TD91-2; P10636-6; P10636-8; Q8N6F8; Q8TDB4; A4FUJ8; Q8N594; Q9Y3D2; P00414; P02795; Q9Y483-4; O00746; O15381-5; Q86WS3; Q96FW1; Q6GQQ9-2; Q6VY07; O96013-2; Q9NR21-5; Q9NV79; Q13113; O75925; Q6ZR37; P17252; Q02156; O60260-5; O75400-2; P62191; P17980; Q9UI14; Q9UJ41-4; P62826; Q13702-2; P57052; Q8N5U6; Q6ZNA4-2; Q9ULX5; Q8WVD3; Q8IYW5; Q96D59; Q8N488; O75446; O00560; O43236; O75920-2; Q2NKQ1-4; Q01959; Q9HCE7-2; Itself; Q9Y6H5; Q9Y6H5-2; Q16143; P23497-2; Q99932-2; Q8NHS9; Q8TCT7-2; Q13501; O75886; Q16623; Q9BR01-2; Q92797-2; Q16650; Q13569; P28347-2; Q15554-4; Q9H0E2; O94811; P19474; P68363; P07437; Q8WVJ9; P62987; Q9BSL1; O15205; Q04323-2; Q96RL1-2; O75604-3; P63027; P40337-2; Q9UBQ0-2; Q9GZS3; O00308; Q04917; O43167-2; Q96NC0; Q8WUU4; Q8N895; Q8N988-2; Q68EA5; Q8NBB4-2; A8K878; P0DTC9; Q61327; Itself; Q04917,Homo sapiens (Human),"14,460",
Q7KZF4,reviewed,Staphylococcal nuclease domain-containing protein 1 (EC 3.1.31.1) (100 kDa coactivator) (EBNA2 coactivator p100) (Tudor domain-containing protein 11) (p100 co-activator),Q13283; Q86UE4; Q96J94,Homo sapiens (Human),"101,997",3.1.31.1
Q8TAD8,reviewed,Smad nuclear-interacting protein 1 (FHA domain-containing protein SNIP1),P49760; P49761; Q92997; P62508-3; P13807; Q13123; P60371; P55081; P01106; Q5T6S3; P14859-6; Q13573; Q5MJ10; P78362; A7MD48; Q13188; Q15025; Q9H2G4; Q96C00,Homo sapiens (Human),"45,778",
Q13573,reviewed,SNW domain-containing protein 1 (Nuclear protein SkiP) (Nuclear receptor coactivator NCoA-62) (Ski-interacting protein),O94929-2; P07550; Q8TD16-2; Q13895; Q8TAB5; P55212; Q86Z20; Q53EZ4; Q8NHQ1; P36544; O94985-2; Q8WYA6; Q2TBE0; P99999; G5E9A7; P19447; Q9NQT4; Q86YD7; P22607; P21333-2; O00409; Q06547; Q8NHY3; P14136; Q08379; Q14957; Q4V328; O00291; Q5SUL5; Q6NT76; P30519; Q96ED9-2; P01112; O75031; P11021; P04792; P42858; Q9Y6K9; Q13422; Q8WXH2; Q63ZY3; Q92993; O60333-2; Q6A162; P02545; Q8TAP4-4; Q9BRK4; P43355; Q96A72; P31153; Q9BTE3-2; Q8IVT2; Q5JR59; Q5JR59-3; O43639; Q9Y618; P07196; P35240; P46531; Q9UBU9; Q5BJF6-2; Q96CV9; Q86U42; Q9NRD5; Q9H307; P62937-2; Q9Y3C6; P31321; O75400-2; P41219; Q15276; P62826; Q06330; Q6NUQ1; Q9Y3C5; O43290; Q15047-2; Q9Y371; Q96EB6; Q15796; P84022; Q8TAD8; Q69YQ0; Q7Z699; Q9NUJ3; Q8IYF3; Q9UBB9; Q9Y2W1; Q5JTV8; Q13077; P36406; P26368; Q9UMX0; P22695; P22415; P11473; Q9HCS7; P61981; Q96NB3; Q9Y649; Q60974; P49140; P17863; P48281,Homo sapiens (Human),"61,494",
P35610,reviewed,Sterol O-acyltransferase 1 (EC 2.3.1.26) (Acyl-coenzyme A:cholesterol acyltransferase 1) (ACAT-1) (Cholesterol acyltransferase 1),P54274; Q9Y5Z9; Itself; Q9Y5Z9,Homo sapiens (Human),"64,735",2.3.1.26
O75908,reviewed,Sterol O-acyltransferase 2 (EC 2.3.1.26) (Acyl-coenzyme A:cholesterol acyltransferase 2) (ACAT-2) (Cholesterol acyltransferase 2),P55061,Homo sapiens (Human),"59,896",2.3.1.26
O15524,reviewed,Suppressor of cytokine signaling 1 (SOCS-1) (JAK-binding protein) (JAB) (STAT-induced STAT inhibitor 1) (SSI-1) (Tec-interacting protein 3) (TIP-3),Q8N668; Q15369; P04626; Q04206; Q99961; Q77YG1,Homo sapiens (Human),"23,551",
O14543,reviewed,Suppressor of cytokine signaling 3 (SOCS-3) (Cytokine-inducible SH2 protein 3) (CIS-3) (STAT-induced STAT inhibitor 3) (SSI-3),P51451; Q13480; Q8N8K9; P10721; Q66K74; I6L996; O95863; P42681; P07947,Homo sapiens (Human),"24,770",
P00441,reviewed,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1) (Superoxide dismutase 1) (hSod1),P13928; P63010-2; Q0P5N6; Q16611; P10415; Q5SZD1; P02748; Q8N5S9-2; Q13191; O14618; P53672; P48730-2; P98082; Q8TCX1; P29692; Q8TC29; P02671-2; Q8WW76; F2Z2M7; P04406; P62879; Q9Y4H4; Q8WVV9-3; P09017; P80217-2; Q6DN90-2; O14713; Q15046; Q9NVX7-2; Q8N4N3-2; Q96JM7-2; Q9BYZ2; Q8N448; O95777; Q8TDB4; A4FUJ8; Q8N594; Q96FW1; Q6GQQ9-2; Q9BYU1; Q13113; Q08209-2; P30044; P28062-2; P62191; P17980; P43686-2; Q09028; Q6ZNA4-2; Q9ULX5; Q9NV58; Q9BUL9; P08865; Q8N488; P60896; Q15393; Q2NKQ1-4; Itself; Q3SY56; Q8NHS9; Q96MF2; Q92797-2; Q9BZK7; Q15554-4; Q9H3N1; Q13829; P07951-2; P07437; P0CG47; O75604-3; Q9GZS3; Q96NC0; O95789-4; Q8NBB4-2; Q2QGD7; P26339; P16014; P01041; P20029,Homo sapiens (Human),"15,936",1.15.1.1
P04179,reviewed,"Superoxide dismutase [Mn], mitochondrial (EC 1.15.1.1)",Q8NHQ1; Itself,Homo sapiens (Human),"24,750",1.15.1.1
P08294,reviewed,Extracellular superoxide dismutase [Cu-Zn] (EC-SOD) (EC 1.15.1.1),Q12797-6; Q9NZI2-2; Q9Y2W7; O43765; Q96EQ0; Q9UMX0; Q9UHD9,Homo sapiens (Human),"25,851",1.15.1.1
Q5JUK2,reviewed,Spermatogenesis- and oogenesis-specific basic helix-loop-helix-containing protein 1,Q08043; Q03989; Q5SWW7; P42574; Q5T4B2; P78358; Q86UW9; Q8WU58; Q9Y5R4; Q14005-2; Q3LI72; Q7Z3B4; O43482; Q9UBV8; Q99471; P54646; P28070; Q9BVN2; Q8IWL8; P51687; Q96A09; Q08117-2; Q13077; Q8N6Y0; Q9H0C1,Homo sapiens (Human),"34,526",
Q9NX45,reviewed,Spermatogenesis- and oogenesis-specific basic helix-loop-helix-containing protein 2,,Homo sapiens (Human),"46,941",
Q00796,reviewed,"Sorbitol dehydrogenase (SDH) (EC 1.1.1.-) ((R,R)-butanediol dehydrogenase) (EC 1.1.1.4) (L-iditol 2-dehydrogenase) (EC 1.1.1.14) (Polyol dehydrogenase) (Ribitol dehydrogenase) (RDH) (EC 1.1.1.56) (Xylitol dehydrogenase) (XDH) (EC 1.1.1.9)",Itself,Homo sapiens (Human),"38,325",1.1.1.-; 1.1.1.4; 1.1.1.14; 1.1.1.56; 1.1.1.9
Q99523,reviewed,Sortilin (100 kDa NT receptor) (Glycoprotein 95) (Gp95) (Neurotensin receptor 3) (NT3) (NTR3),Q96K78; P23560-2; Q6PL45-2; Q8TBE1; P26441; Q92520; Q9UJY5; P06280; P28799; P05231; P42702; P30533; P01138; P01138; P04629; Q16288; Q8WY21; Q99523; P02787; P01266; O95183; Q9UBQ0-2; P83714; P11151; Q9JLC4; P06882; P05067-4,Homo sapiens (Human),"92,068",
O00570,reviewed,Transcription factor SOX-1,P40763,Homo sapiens (Human),"39,023",
P56693,reviewed,Transcription factor SOX-10,Q5SWW7; O43186; Q15038; Q9ULV5-2; Q92993; Q8TAP4-4; Q9Y5V3; Q13287; P23760; P20265; P78424; P62937-2; P17252; Q15047-2; Itself; P63165; P63279; P61981,Homo sapiens (Human),"49,911",
P35716,reviewed,Transcription factor SOX-11,,Homo sapiens (Human),"46,679",
O15370,reviewed,Transcription factor SOX-12 (Protein SOX-22),,Homo sapiens (Human),"34,122",
Q9UN79,reviewed,Transcription factor SOX-13 (Islet cell antigen 12) (SRY (Sex determining region Y)-box 13) (Type 1 diabetes autoantigen ICA12),P56545; P56545-3; Q9C086; Q12933; Q8N3L3; Q14119; Q96SQ5,Homo sapiens (Human),"69,228",
O95416,reviewed,Transcription factor SOX-14 (Protein SOX-28),O00213-2; P54253; P54252; O43186; O75593; P28799-2; P42858; Q3LI76; Q69YI7; P04150; P49810; Q01974; Q96LM6; P21980-2; P31930; O95231,Homo sapiens (Human),"26,485",
O60248,reviewed,Protein SOX-15 (Protein SOX-12) (Protein SOX-20),O14503; Q96LI6,Homo sapiens (Human),"25,251",
Q9H6I2,reviewed,Transcription factor SOX-17,P35222,Homo sapiens (Human),"44,117",
P35713,reviewed,Transcription factor SOX-18,,Homo sapiens (Human),"40,891",
P48431,reviewed,Transcription factor SOX-2,O95983; Q01860; P41743; P63165; Q93009; Q99986,Homo sapiens (Human),"34,310",
Q9Y651,reviewed,Transcription factor SOX-21 (SOX-A),,Homo sapiens (Human),"28,580",
P41225,reviewed,Transcription factor SOX-3,P54253; O43186; Q12933,Homo sapiens (Human),"45,210",
O94993,reviewed,Transcription factor SOX-30,O43865; Q8IYR0; Q14192; Q01543,Homo sapiens (Human),"81,854",
Q06945,reviewed,Transcription factor SOX-4,P04637,Homo sapiens (Human),"47,263",
P35711,reviewed,Transcription factor SOX-5,Q9HC52; Q9UJX2; O43186; Q92993; Q9BVG8; P25800; P25791; Q6PF18; P86479; O15266; G2XKQ0; Q96A09; Q08117; Q9P0T4; P03410; Q96CA5; Q9UQM7; O43186; Q9BVG8-5; Q9Y5V3; P35548; O75928-2; P78317; Q8IYF3-3; Q08117-2; Q12933; Q7KZS0; Q9HCK0; Q7Z699,Homo sapiens (Human),"84,026",
P35712,reviewed,Transcription factor SOX-6,O15266,Homo sapiens (Human),"91,921",
Q9BT81,reviewed,Transcription factor SOX-7,Q92870-2; O76003; P42858; Q8N9R8,Homo sapiens (Human),"42,197",
P57073,reviewed,Transcription factor SOX-8,,Homo sapiens (Human),"47,314",
P48436,reviewed,Transcription factor SOX-9,Q3U108; P62157,Homo sapiens (Human),"56,137",
P08047,reviewed,Transcription factor Sp1,Q9NY61; Q8N726; Q92988; Q01094; P32519; Q99814; P03372; P51610; Q13547; Q16665; Q13118; P01106; P16333; Q8IXK0; Q7Z3K3; P14859; Q06455; Q15459; Q13485; Itself; Q12772; P40763; Q9UL17; P04637; Q8N680; P23708,Homo sapiens (Human),"80,693",
P23497,reviewed,Nuclear autoantigen Sp-100 (Nuclear dot-associated Sp100 protein) (Speckled 100 kDa),P35609; Q9Y2J4-4; Q9UKL3; Q9Y6K1; Q92630; P14921; Q8TF65; V9HWG0; Q96JM7; Q14498-3; Q14D33; P63165; P55854; Q9Y228; Q96GY0; Q59GP6; P0DTD1; P03169; P35609; P83916; Q13185; P45973; Q8TF65; Q9BUI4; Q14D33; P37840; Itself; P63165; P61956; Q9Y228,Homo sapiens (Human),"100,417",
Q9HB58,reviewed,Sp110 nuclear body protein (Interferon-induced protein 41/75) (Speckled 110 kDa) (Transcriptional coactivator Sp110),,Homo sapiens (Human),"78,396",
Q13342,reviewed,Nuclear body protein SP140 (Lymphoid-restricted homolog of Sp100) (LYSp100) (Nuclear autoantigen Sp-140) (Speckled 140 kDa),Q16236; Q13526,Homo sapiens (Human),"98,223",
Q9H930,reviewed,Nuclear body protein SP140-like protein,,Homo sapiens (Human),"67,005",
Q02086,reviewed,Transcription factor Sp2,Q8N9N5; Q14192; P33993; Q8N9N5-2; Q9BW66; P22607; Q14192; P06396; Q13952-2; Q16656-4; Q2TAL8; Q9UMX0,Homo sapiens (Human),"64,900",
Q02447,reviewed,Transcription factor Sp3 (SPR-2),Q96Q77; P03372; P42858; Q6MZP7; Q96BD5; Q7Z3K3; P14678-2; Q5MJ10,Homo sapiens (Human),"81,925",
Q02446,reviewed,Transcription factor Sp4 (SPR-1),Q13444; Q9BXS5; Q9BTQ8; A0A0S2Z5G4; B4DE54; Q8N9N5-2; Q8N9N5-7; Q96Q77; P27658; P41970; Q75MZ5; P52655; A0A024R5S0; Q8TAP4; Q8TBB1; Q4G0S1; Q96EZ8; Q13952-2; Q16656; Q16656-4; Q9HAT8; Q96T60; Q7Z3K3; P14859; P14859-6; P86479; P86480; Itself; Q5MJ10; Q5MJ09; Q14119,Homo sapiens (Human),"81,985",
Q6BEB4,reviewed,Transcription factor Sp5,,Homo sapiens (Human),"41,964",
Q3SY56,reviewed,Transcription factor Sp6 (Krueppel-like factor 14),P27797; P36957; P42858; Q96EH3; Q8TDX7; P17612; P49810; P00441; P37173,Homo sapiens (Human),"39,840",
Q8TDD2,reviewed,Transcription factor Sp7 (Zinc finger protein osterix),Q9H5Z6-2; O95995; P47897; Q9BVG3,Homo sapiens (Human),"44,994",
Q8IXZ3,reviewed,Transcription factor Sp8 (Specificity protein 8),,Homo sapiens (Human),"48,674",
P0CG40,reviewed,Transcription factor Sp9,,Homo sapiens (Human),"48,915",
O95238,reviewed,SAM pointed domain-containing Ets transcription factor (Prostate epithelium-specific Ets transcription factor) (Prostate-specific Ets) (Prostate-derived Ets factor),Q8WUW1; Q86XR8-3; P20674; Q9H0I2; Q96MY7; P25786; Q7Z614-3; Q5W5X9-3,Homo sapiens (Human),"37,518",
Q96T58,reviewed,Msx2-interacting protein (SMART/HDAC1-associated repressor protein) (SPEN homolog),P46108; P16333; Q9Y618; Q06330,Homo sapiens (Human),"402,248",
Q9NYA1,reviewed,Sphingosine kinase 1 (SK 1) (SPK 1) (EC 2.7.1.91) (Acetyltransferase SPHK1) (EC 2.3.1.-),P07858; P68104; Q14192; Q2M3C7; Q9Y4K3; P13473-2; Q9Y371,Homo sapiens (Human),"42,518",2.7.1.91; 2.3.1.-
Q9NRA0,reviewed,Sphingosine kinase 2 (SK 2) (SPK 2) (EC 2.7.1.91),Q96CV9,Homo sapiens (Human),"69,217",2.7.1.91
P17947,reviewed,Transcription factor PU.1 (31 kDa-transforming protein),P23769; P31260; Q15156; P78527,Homo sapiens (Human),"31,083",
Q01892,reviewed,Transcription factor Spi-B,P42858,Homo sapiens (Human),"28,819",
Q8N5J4,reviewed,Transcription factor Spi-C,Q5TA45; P50221,Homo sapiens (Human),"29,180",
Q8WWL2,reviewed,Protein spire homolog 2 (Spir-2),O14964,Homo sapiens (Human),"79,671",
P10451,reviewed,Osteopontin (Bone sialoprotein 1) (Nephropontin) (Secreted phosphoprotein 1) (SPP-1) (Urinary stone protein) (Uropontin),P46379-2; Q8IXL6; O43681; P50222; P62166; O43765; Q96EQ0; Q8IXL6,Homo sapiens (Human),"35,423",
O43609,reviewed,Protein sprouty homolog 1 (Spry-1),O43184-4; Q6UY14-3; X5D778; Q2TAC2-2; Q86X02; Q9H2X0; Q02930-3; A8MQ03; O95363; P23142-4; Q5TD97; P57678; Q9Y223-2; Q96NT3-2; Q96MH2; P49639; O75031; Q0VD86; Q5T749; Q15323; Q07627; Q8IUG1; P60412; P60370; P60409; P60410; P60411; Q8IUC1; P59991; P60328; Q9BYR7; Q9BQ66; Q9BYR5; P26371; Q9BYQ4; Q9BYQ3; Q5T7P2; Q5T7P3; Q5T751; Q5T752; Q5T754; Q5TA79; Q5TA81; Q5TA82; Q5TA76; Q5T5A8; Q9BYE3; Q5TA78; Q5TCM9; Q8IYB1; Q99750; P50222; Q6FHY5; Q7Z3S9; P0DPK4; Q9P121-3; P32242; Q92824-2; O15160; P54646; O43741; Q9Y2K5-2; Q04864-2; P49901; O43597; Q7Z6R9; Q96PF1; P57075-2; Q2TAL6; P17027; Q9Y3S2; Q8TAU3; Q8N8Z8; Q96EG3; P09022,Homo sapiens (Human),"35,122",
O43597,reviewed,Protein sprouty homolog 2 (Spry-2),P29972; Q8WXE1; Q8NEC5; P22681; Q9H2X0; P07510-2; Q02930-3; O60573; Q9NVQ4; O43559; Q9Y223; P14770; O75791; P62993; P28799; Q96MH2; Q9H2F3; P60412; P60370; P60410; P60411; Q9BYQ6; Q9BQ66; Q9BYR0; Q6L8G9; P26371; Q9BYQ4; Q9BYQ2; Q14847; Q5T7P3; Q5TA82; Q5T5A8; Q5T5B0; Q5TA78; Q17RB8; O60336; Q99750; P50222; Q9UJV3-2; Q6P2C6; O43639; P32242; Q9UKS6; O43741; P43115-12; Q06455-4; Q96B97; Q9NUL5; O43609; O75716; Q9Y4C2; Q86UY0; P57075; Q8TF42; Q9Y2K6; Q8IUH5; Q8TAU3; Q96SQ5; Q5JPT6,Homo sapiens (Human),"34,688",
O43610,reviewed,Protein sprouty homolog 3 (Spry-3) (Sprouty RTK signaling antagonist 3) (Sprouty3),P29972; Q9BXY8; Q8NEC5; Q9H2X0; Q02930-3; Q9Y223-2; Q9Y4H4; P49639; O43593; Q5T749; O76011; Q5T7P2; Q5T7P3; Q5T754; O14633; Q5TA76; Q9BYE3; Q5T5B0; O60336; Q6FHY5; Q9HC98-4; Q9Y2K5; Q92504; P62760; Q8IUH5; Q96SQ5; Q8N720,Homo sapiens (Human),"31,222",
Q9C004,reviewed,Protein sprouty homolog 4 (Spry-4),O43184-4; Q86V38; P55212; P22681; P06307; P28329-3; P27658; Q8NI60; Q02930-3; P02489; P07339; G5E9A7; O95967; P22607; Q14192; P28799; P06396; P49639; P04792; O60333-2; Q2WGJ6; Q92876; Q6L8G4; P13473-2; P61970; P32242; D3DTS7; Q12837; O60260-5; O75400-2; P60891; P62826; Q9Y3C5; Q7Z699; P31948; Q15569; P02766; Q9UMX0; O95231; O76024; Q8IUH5,Homo sapiens (Human),"32,541",
Q01082,reviewed,"Spectrin beta chain, non-erythrocytic 1 (Beta-II spectrin) (Fodrin beta chain) (Spectrin, non-erythroid beta chain 1)",Q99459; Q9NRI5; P35240-3; P02549; Q13813,Homo sapiens (Human),"274,609",
O15269,reviewed,Serine palmitoyltransferase 1 (EC 2.3.1.50) (Long chain base biosynthesis protein 1) (LCB 1) (Serine-palmitoyl-CoA transferase 1) (SPT 1) (SPT1),Q8N138; Q9NUV7; Q86SG2; Q6ZR37; Q8IYM2; Q8WXH5; Q9UNE7,Homo sapiens (Human),"52,744",2.3.1.50
O15270,reviewed,Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2),,Homo sapiens (Human),"62,924",2.3.1.50
Q9NUV7,reviewed,Serine palmitoyltransferase 3 (EC 2.3.1.50) (Long chain base biosynthesis protein 2b) (LCB2b) (Long chain base biosynthesis protein 3) (LCB 3) (Serine-palmitoyl-CoA transferase 3) (SPT 3),O15269,Homo sapiens (Human),"62,049",2.3.1.50
Q9BXG8,reviewed,Spermatogenic leucine zipper protein 1 (Testis-specific protein 1) (Testis-specific protein NYD-TSP1),O60941; O60941-5; O95714,Homo sapiens (Human),"49,445",
Q14534,reviewed,Squalene monooxygenase (EC 1.14.14.17) (Squalene epoxidase) (SE),Q96BA8; Q9H6H4; Q9NUH8,Homo sapiens (Human),"63,923",1.14.14.17
Q9HD15,reviewed,Steroid receptor RNA activator 1 (Steroid receptor RNA activator protein) (SRAP),Q92769,Homo sapiens (Human),"24,400",
P12931,reviewed,Proto-oncogene tyrosine-protein kinase Src (EC 2.7.10.2) (Proto-oncogene c-Src) (pp60c-src) (p60-Src),P00519; P42684; P12814; O14672; O43184; Q13444; P07550; P55196; P10275; P49407; P32121; Q9ULH1; Q6XD76; P56945; Q14457; P22681; Q16543; Q9H5V8; P12830; P68400; P35222; P00533; P04626; P21860; P03372; P03372-4; P14921-1; P25445; Q8NFZ0; P06241; Q13480; Q13322-4; P19367; P61978; P07900; Q9Y6K9; P35968; Q07666; P10721; Q9UIH9; Q8TBB1; Q14693; P07948; Q9H204; P08581; Q13177; P16284; P27986; P27986-2; Q92569; Q05397; Q14289; P18031; Q16825; P18433; Q15907; Q13905; Q01973; P27635; O00560; O60880; O14796; P35326; Q9C0H9; Q13829; Q68CZ2; Q9UNY5; Q8R5G7; P52800; P97288; P34152; P18052; Q62884,Homo sapiens (Human),"59,835",2.7.10.2
Q6ZRS2,reviewed,Helicase SRCAP (EC 3.6.4.-) (Domino homolog 2) (Snf2-related CBP activator),X5D778; Q6PI77; P24863; Q8NHQ1; Q9H944; Q8TD10; P26045; Q9UJW9; Q9BYV2; Q8N6Y0,Homo sapiens (Human),"343,555",3.6.4.-
P18405,reviewed,3-oxo-5-alpha-steroid 4-dehydrogenase 1 (EC 1.3.1.22) (SR type 1) (Steroid 5-alpha-reductase 1) (S5AR 1),,Homo sapiens (Human),"29,459",1.3.1.22
P31213,reviewed,3-oxo-5-alpha-steroid 4-dehydrogenase 2 (EC 1.3.1.22) (5 alpha-SR2) (SR type 2) (Steroid 5-alpha-reductase 2) (S5AR 2) (Type II 5-alpha reductase),A8MQ03; Q14749,Homo sapiens (Human),"28,393",1.3.1.22
Q9H8P0,reviewed,Polyprenol reductase (EC 1.3.1.94) (3-oxo-5-alpha-steroid 4-dehydrogenase 3) (EC 1.3.1.22) (Steroid 5-alpha-reductase 2-like) (Steroid 5-alpha-reductase 3) (S5AR 3) (SR type 3),,Homo sapiens (Human),"36,521",1.3.1.94; 1.3.1.22
P36956,reviewed,Sterol regulatory element-binding protein 1 (SREBP-1) (Class D basic helix-loop-helix protein 1) (bHLHd1) (Sterol regulatory element-binding transcription factor 1) [Cleaved into: Processed sterol regulatory element-binding protein 1 (Transcription factor SREBF1)],P54253; P42858; Q92793; Q96RN5; P19659; Q92793; Q96RN5; Q96EB6; P02545-1,Homo sapiens (Human),"121,675",
Q12772,reviewed,Sterol regulatory element-binding protein 2 (SREBP-2) (Class D basic helix-loop-helix protein 2) (bHLHd2) (Sterol regulatory element-binding transcription factor 2) [Cleaved into: Processed sterol regulatory element-binding protein 2 (Transcription factor SREBF2)],Q92793; Q14192; P41235; Q96RN5; Q13952-2; P08047; P04637,Homo sapiens (Human),"123,688",
P11831,reviewed,Serum response factor (SRF),P35269; Q969V6; Q9ULH7; Q8IZQ8,Homo sapiens (Human),"51,593",
Q9H3Y6,reviewed,Tyrosine-protein kinase Srms (EC 2.7.10.2),Q99704; O43639,Homo sapiens (Human),"54,507",2.7.10.2
Q96SB4,reviewed,SRSF protein kinase 1 (EC 2.7.11.1) (SFRS protein kinase 1) (Serine/arginine-rich protein-specific kinase 1) (SR-protein-specific kinase 1),P50613; Q8WYQ5; Q14562; Q13601; Q9NQ29; Q9Y383; Q8NAV1; Q05397; Q14498; Q9Y5S9; Q15287; P08621; Q8WXA9; Q9UPE1; Q07955; Q16629; Q9BRL6; P04637; Q01081; Q53GS9; Q96MU7; Q15696; P0DTC9; O88453; A7Y3Z3; Q15424; Q15424,Homo sapiens (Human),"74,325",2.7.11.1
P78362,reviewed,SRSF protein kinase 2 (EC 2.7.11.1) (SFRS protein kinase 2) (Serine/arginine-rich protein-specific kinase 2) (SR-protein-specific kinase 2) [Cleaved into: SRSF protein kinase 2 N-terminal; SRSF protein kinase 2 C-terminal],Q9NWB6; Q66PJ3; P50613; Q9Y3Y2; P49760; P49761; P38432; Q7L014; P51114-2; P51116; P07910; P17509; Q9NQ29; Q9Y383; Q9P127; Q9BU76; Q5C9Z4; Q8NAV1; P86480; Q86U06; Q14498; Q9Y5S9; D3DU92; Q15287; Q8TAD8; Q8WVK2; P08621; Q8WXA9; Q8IYB3; O75494; Q05519-2; Q13243; Q16629; Q9BRL6; Q9BRL6-2; Q13428; Q08117; Q13595; P62995; Q01081; Q01081-2; P26368; P26368-2; Q96MU7; P31946; Q15696; O43309; O15535; P0DTC9,Homo sapiens (Human),"77,527",2.7.11.1
Q01130,reviewed,"Serine/arginine-rich splicing factor 2 (Protein PR264) (Splicing component, 35 kDa) (Splicing factor SC35) (SC-35) (Splicing factor, arginine/serine-rich 2)",Q86X95; Q92993; Q01081,Homo sapiens (Human),"25,476",
Q9BRL6,reviewed,"Serine/arginine-rich splicing factor 8 (Pre-mRNA-splicing factor SRP46) (Splicing factor SRp46) (Splicing factor, arginine/serine-rich 2B)",Q96SB4; P78362; P49761; P59991; P78362; P84103; P62995,Homo sapiens (Human),"32,288",
Q05066,reviewed,Sex-determining region Y protein (Testis-determining factor),Q15599,Homo sapiens (Human),"23,884",
P81877,reviewed,Single-stranded DNA-binding protein 2 (Sequence-specific single-stranded-DNA-binding protein 2),,Homo sapiens (Human),"37,828",
Q9BWW4,reviewed,Single-stranded DNA-binding protein 3 (Sequence-specific single-stranded-DNA-binding protein),P51451; O60941-5; Q01844; Q9UBH0; Q86U70; Q86U70-2; O43679; Q9NPJ8; Q9NPJ8-3; Q13526; O75177-5; Q9NUY8; Q9NUY8-2; P07947,Homo sapiens (Human),"40,421",
Q08945,reviewed,FACT complex subunit SSRP1 (Chromatin-specific transcription elongation factor 80 kDa subunit) (Facilitates chromatin transcription complex 80 kDa subunit) (FACT 80 kDa subunit) (FACTp80) (Facilitates chromatin transcription complex subunit SSRP1) (Recombination signal sequence recognition protein 1) (Structure-specific recognition protein 1) (hSSRP1) (T160),P68400; P49736; P33991; Q14566; P33993; Q9Y5B9,Homo sapiens (Human),"81,075",
P61278,reviewed,Somatostatin (Growth hormone release-inhibiting factor) [Cleaved into: Somatostatin-28; Somatostatin-14 (SST-14); Neuronostatin (NST)],P05067; P05026; P05067; Itself,Homo sapiens (Human),"12,736",
P30872,reviewed,Somatostatin receptor type 1 (SS-1-R) (SS1-R) (SS1R) (SST1) (SRIF-2),P35346,Homo sapiens (Human),"42,686",
P30874,reviewed,Somatostatin receptor type 2 (SS-2-R) (SS2-R) (SS2R) (SST2) (SRIF-1),P27986; P32745; P35346,Homo sapiens (Human),"41,333",
P32745,reviewed,Somatostatin receptor type 3 (SS-3-R) (SS3-R) (SS3R) (SST3) (SSR-28),P05067; O75970; P30874; O55164,Homo sapiens (Human),"45,847",
P31391,reviewed,Somatostatin receptor type 4 (SS-4-R) (SS4-R) (SS4R) (SST4),P35346,Homo sapiens (Human),"42,003",
P35346,reviewed,Somatostatin receptor type 5 (SS-5-R) (SS5-R) (SS5R) (SST5),P30872; P30874; P31391,Homo sapiens (Human),"39,202",
